-2.6673,7.93499,0
-2.03633,7.99235,0
-1.69216,8.01147,0
-0.468451,8.01147,0
-0.162524,7.99235,0
0.0669216,7.99235,0
1.25239,8.06883,0
1.27151,8.08795,0
1.94073,7.99235,0
2.20841,7.99235,0
2.78203,7.89675,0
2.91587,7.3805,0
2.91587,7.22753,2.46519e-32
2.87763,7.17017,0
2.36138,7.17017,9.86076e-32
1.6348,7.15105,0
1.34799,7.09369,9.86076e-32
0.81262,7.01721,0
0.43021,6.97897,0
-0.181644,6.94073,-2.95823e-31
-0.602294,6.97897,-1.97215e-31
-1.17591,6.99809,-4.93038e-31
-1.55832,6.97897,-2.95823e-31
-2.49522,6.84512,-2.95823e-31
-2.53346,6.826,-2.46519e-31
-2.60994,6.48184,-2.95823e-31
-2.59082,6.21415,-7.88861e-31
-2.51434,6.09943,-2.95823e-31
-2.34226,6.02294,-2.95823e-31
-1.50096,5.9847,0
-1.11855,5.9847,-1.97215e-31
-0.83174,6.00382,-2.46519e-31
0.83174,6.09943,-4.93038e-32
1.95985,6.11855,-1.97215e-31
1.99809,6.11855,-4.93038e-31
2.17017,5.64054,-9.86076e-32
2.07457,5.44933,-1.97215e-31
1.94073,5.31549,0
1.40535,5.20076,-5.91646e-31
1.04207,5.08604,-3.45127e-31
0.678776,5.18164,-2.95823e-31
0.525813,5.20076,-2.95823e-31
0.143403,5.20076,-2.95823e-31
-0.162524,5.21989,-2.95823e-31
-0.372849,5.35373,-2.95823e-31
-1.13767,5.27725,0
-1.23327,5.27725,0
-1.67304,5.20076,3.9443e-31
-2.01721,5.08604,3.9443e-31
-2.41874,4.9522,1.97215e-31
-2.51434,4.45507,-1.97215e-31
-2.53346,4.07266,-1.97215e-31
-2.45698,3.97706,-1.47911e-31
-1.65392,4.03442,0
-1.46272,4.2065,-5.91646e-31
-1.25239,4.3021,-2.95823e-31
-0.774379,4.35946,-1.97215e-31
-0.449331,4.43595,-9.86076e-32
0.583174,4.60803,-1.97215e-31
1.04207,4.60803,-3.45127e-31
2.55258,4.66539,-9.86076e-32
2.97323,4.53155,0
3.14532,4.07266,-5.91646e-31
2.82027,3.72849,9.86076e-32
2.22753,3.63289,-2.95823e-31
1.84512,3.70937,-2.95823e-31
1.32887,3.69025,-2.95823e-31
1.02294,3.82409,-3.9443e-31
0.219885,3.63289,-1.97215e-31
-0.258126,3.51816,0
-0.621415,3.3652,-4.93038e-31
-1.21415,3.21224,9.86076e-32
-1.80688,3.174,9.86076e-32
-2.30402,3.11663,5.91646e-31
-2.64818,2.69598,-5.42342e-31
-2.62906,2.39006,4.99201e-31
-1.92161,2.25621,3.45127e-31
-0.621415,2.29446,-2.46519e-32
0.239006,2.21797,0
2.01721,2.31358,1.47911e-31
2.85851,2.37094,1.57772e-30
1.7304,2.82983,0
0.774379,3.13576,0
0.162524,3.40344,4.73317e-30
-0.640535,3.97706,0
-0.583174,4.32122,7.88861e-31
0.00956023,4.43595,0
0.621415,4.81836,0
0.0669216,5.1434,-6.31089e-30
-0.181644,5.29637,1.26218e-29
0.353729,5.43021,-1.26218e-29
0.468451,5.50669,0
0.468451,5.50669,2.52435e-29
0.449331,5.50669,-2.52435e-29
-0.774379,5.94646,1.26218e-29
-0.908222,6.38623,-1.26218e-29
-0.908222,6.90249,2.52435e-29
-0.927342,6.92161,-1.26218e-29
-2.93499,7.97323,0
