stage,easy,mob_boss,name_difficulty_enemys_
cube,0_0_0,55_1_55,0_0_0,Untagged,Object,name_position_scale_rotation_tag_type_
cube,28_2_0,55_5_1,0_90_0,Untagged,Object,name_position_scale_rotation_tag_type_
cube,-28_2_0,55_5_1,0_90_0,Untagged,Object,name_position_scale_rotation_tag_type_
cube,0_2_28,1_5_57,0_90_0,Untagged,Object,name_position_scale_rotation_tag_type_
cube,0_2_-28,1_5_57,0_90_0,Untagged,Object,name_position_scale_rotation_tag_type_
player,-0.75_1.3_-3.98,0.19_0.19_0.19,0_0_0,Untagged,50,Player,name_position_scale_rotation_tag_hp_type_
wave,1,3,1,Wave,name_wave_max_interval_type_
enemy,-7.1_1.099_6.67,1_1_1,0_0_0,Untagged,1,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-3.61_1.099_9.44,1_1_1,0_0_0,Untagged,1,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-1.44_1.099_6.03,1_1_1,0_0_0,Untagged,1,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-4.01_1.099_3.96,1_1_1,0_0_0,Untagged,1,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-6.26_1.099_12.46,1_1_1,0_0_0,Untagged,1,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,3.3_1.099_5.21,1_1_1,0_0_0,Untagged,1,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
wave,2,3,1,Wave,name_wave_max_interval_type_
enemy,-7.1_1.099_6.67,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-3.61_1.099_9.44,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-1.44_1.099_6.03,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-4.01_1.099_3.96,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,-6.26_1.099_12.46,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,3.3_1.099_5.21,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,3.3_1.099_5.21,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
enemy,3.3_1.099_5.21,1_1_1,0_0_0,Untagged,2,2,Enemy,name_position_scale_rotation_tag_wave_hp_type_
boss,3.3_1.099_14.38,1_1_1,0_0_0,Untagged,100,Boss,name_position_scale_rotation_tag_hp_type_
